id;NUMBER_OF_INSTALMENTS;TYPE_OF_LEASE;CAR_PRICE;DOWNPAYMENT_TO_CAR_PRICE;RESIDUAL_VALUE_TO_CAR_PRICE;LEGAL_FORM_group;WHETHER_CUSTOMER_BEFORE;CUSTOMER_FOR;NET_ASSETS;ANNUAL_TURNOVER_LAST_YEAR;ANNUAL_COSTS;ANNUAL_INCOME_LAST_YEAR;NUMBER_OF_EMPLOYEES;COMPANY_AGE;REGION;PKD_group;PKD_section;EMAIL;PHONE;TYPE_OF_VEHICLE;VEHICLE_AGE;FRAUD
11662;36;FL;46455.29;0.2000;0.0100;freelancer;no;0;0;58470;0;24634;0;15;Gdansk_Gdynia_Pomorze_Gdanskie;services;Q;NO;YES;PKW;0;NO
11663;24;FL;109105.69;0.3000;0.1900;freelancer;no;0;?;279972.11;0;175257.78;1;17;Szczecin_Pomorze_Zachodnie;services;M;NO;YES;PKW;0;NO
11664;60;FL;87780.49;0.1000;0.1000;capital_company;no;0;1120078;8300488;0;1135049;1;7;Krakow_Malopolska;services;A;NO;YES;PKW;0;NO
11665;49;FL;100658;0.0000;0.0100;capital_company;yes;0;0;1000;0;?;1;0;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
11666;49;FL;100658;0.0000;0.0100;capital_company;yes;0;0;1000;0;?;1;0;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
11667;49;FL;100658;0.0000;0.0100;capital_company;yes;0;0;1000;0;?;1;0;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
11668;49;FL;63934.96;0.0000;0.0100;capital_company;no;0;0;1000;0;?;1;0;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
11669;49;FL;63934.96;0.0000;0.0100;capital_company;yes;0;0;1000;0;?;1;0;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
11670;49;FL;68211.4;0.0000;0.0100;capital_company;yes;0;0;1000;0;?;1;0;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;1;NO
11671;49;FL;69024.4;0.0000;0.0100;capital_company;yes;0;0;1000;0;?;1;0;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
11672;36;FL;66000;0.2000;0.0100;freelancer;no;0;?;140000;0;70000;0;3;Bialystok_Podlasie;?;?;NO;YES;PKW;0;NO
11673;48;FL;108130.08;0.2406;0.0100;freelancer;yes;1;?;140000;0;70000;0;4;Bialystok_Podlasie;?;?;NO;YES;PKW;0;NO
11674;36;FL;43495.93;0.1000;0.0100;capital_company;no;0;3433812.71;5649008.6;0;1321289.04;7;16;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
11675;36;FL;43495.93;0.1000;0.0100;capital_company;no;0;3433812.71;5649008.6;0;1321289.04;7;16;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
11676;48;FL;81309.76;0.1000;0.0100;freelancer;no;0;?;3600000;0;100000;1;0;Krakow_Malopolska;building;F;NO;YES;PKW;0;NO
11677;29;FL;50000;0.2000;0.1200;freelancer;yes;0;?;3600000;0;100000;1;0;Krakow_Malopolska;building;F;NO;YES;PKW;0;NO
11678;36;FL;128430.89;0.2000;0.0100;civil_partnership;no;0;0;1919096.7;0;-59830;15;4;Lodz_Ziemia_Lodzka;production;C;YES;NO;PKW;0;NO
11679;60;FL;149845.52;0.2000;0.0100;freelancer;no;0;?;27923.89;0;4168.21;2;6;Wroclaw_Dolny_Slask;sale;G;NO;NO;PKW;0;NO
11680;24;FL;83734.96;0.4500;0.1900;freelancer;no;0;?;1860031.73;0;162412.67;0;16;Lublin_Chelm;sale;G;NO;YES;PKW;0;NO
11681;60;FL;103658.54;0.2353;0.1500;freelancer;no;0;?;0;0;0;1;0;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;PKW;0;NO
11682;36;FL;178861.79;0.4500;0.0100;freelancer;no;0;?;250000;0;150000;1;14;Katowice_Gorny_Slask;services;Q;NO;YES;PKW;0;NO
11683;36;FL;43608.96;0.1864;0.0100;freelancer;no;0;0;349029.99;0;102292.27;8;15;Opole_Dolny_Slask;?;?;NO;YES;PKW;0;NO
11684;36;FL;111032.52;0.2000;0.0100;freelancer;no;0;0;330380;0;77740;0;2;Koszalin_Pomorze_Srodkowe;sale;G;NO;YES;PKW;0;NO
11685;36;FL;81398.37;0.3000;0.0100;freelancer;yes;1;0;330380;0;77740;0;4;Koszalin_Pomorze_Srodkowe;sale;G;NO;YES;PKW;0;NO
11686;36;FL;52764.23;0.1000;0.0100;capital_company;no;0;10915493.1;13716524.9;0;1619925.13;19;6;Krakow_Malopolska;services;M;NO;YES;PKW;0;NO
11687;36;FL;52764.23;0.1000;0.0100;capital_company;no;0;10915493.1;13716524.9;0;1619925.13;19;6;Krakow_Malopolska;services;M;NO;YES;PKW;0;NO
11688;33;FL;60162.6;0.3000;0.0533;capital_company;no;0;13158000;9889000;0;-15000;30;7;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11689;60;FL;95365.85;0.2000;0.0100;freelancer;no;0;0;180000;0;135000;0;1;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;PKW;0;NO
11690;36;FL;68455.27;0.2000;0.0100;capital_company;no;0;5773371.07;3811927.16;0;-334012.89;19;10;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;YES;YES;PKW;0;NO
11691;48;FL;113414.63;0.3000;0.0100;freelancer;no;0;0;212805.88;4800;186829.74;1;18;Bydgoszcz_Torun_Kujawy;services;L;NO;YES;PKW;0;NO
11692;36;FL;106910.57;0.3802;0.0100;freelancer;no;0;?;1283654.09;0;180962.35;9;3;Rzeszow_Podkarpacie_Bieszczady;production;C;NO;YES;PKW;0;NO
11693;60;FL;48292.68;0.1684;0.0100;freelancer;no;0;0;337529.89;0;90959.42;8;4;Gdansk_Gdynia_Pomorze_Gdanskie;services;F;NO;YES;PKW;1;NO
11694;36;FL;66621.95;0.1000;0.0100;capital_company;no;0;130575.67;373864.34;0;19282.43;6;3;Szczecin_Pomorze_Zachodnie;services;J;NO;YES;PKW;0;NO
11695;60;FL;66373.98;0.1000;0.0100;freelancer;no;0;?;91400;0;14751;1;2;Poznan_Wielkopolska;services;Q;NO;YES;PKW;0;NO
11696;48;FL;111848.78;0.2000;0.0100;personal_company;no;0;0;8118335;0;144215;10;11;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;NO;YES;PKW;0;NO
11697;36;FL;34959.35;0.3000;0.0100;freelancer;no;0;?;0;0;0;1;0;Warszawa_Mazowsze;building;F;NO;YES;PKW;0;NO
11698;37;FL;103300;0.1000;0.0100;freelancer;no;0;?;230830.56;0;24157.5;2;1;Bydgoszcz_Torun_Kujawy;sale;G;NO;YES;PKW;0;NO
11699;48;FL;76750;0.2000;0.1000;freelancer;no;0;?;1531375.78;0;177403.41;4;15;Szczecin_Pomorze_Zachodnie;sale;G;NO;YES;PKW;0;NO
11700;48;FL;72956.1;0.3000;0.0100;freelancer;no;0;0;148409;0;89242;0;6;Kielce_Radom_Gory_Swietokrzyskie;services;Q;NO;YES;PKW;0;NO
11701;36;FL;91463.4;0.2000;0.0100;freelancer;no;0;?;26841353.5;0;644463.53;51;12;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;YES;PKW;0;NO
11702;36;FL;86585.37;0.2000;0.0100;capital_company;no;0;36440029;81443169.2;0;6311784.59;327;1;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
11703;36;FL;64227.64;0.2000;0.0100;civil_partnership;no;0;0;6475412.18;0;285888.87;2;9;Kielce_Radom_Gory_Swietokrzyskie;production;C;NO;YES;PKW;0;NO
11704;36;FL;68292.68;0.2000;0.0100;freelancer;no;0;?;100000;0;20000;1;1;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
11705;60;FL;292682.93;0.2000;0.0100;capital_company;no;0;3644658;8334464;0;393860;10;10;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
11706;60;FL;50000;0.2439;0.0100;freelancer;no;0;0;528000;0;136955;1;19;Lodz_Ziemia_Lodzka;services;G;NO;YES;PKW;0;NO
11707;36;FL;53032.52;0.3000;0.0100;civil_partnership;yes;0;?;727760;0;344170;9;10;Dolny_Slask;services;M;NO;YES;PKW;0;NO
11708;25;FL;123032.52;0.3000;0.1700;freelancer;no;0;?;180000;0;108000;0;10;Rzeszow_Podkarpacie_Bieszczady;services;M;NO;NO;PKW;0;NO
11709;36;FL;96867.48;0.2000;0.0100;freelancer;no;0;?;77920;0;54257;1;5;Krakow_Malopolska;services;Q;NO;YES;PKW;0;NO
11710;60;FL;141400;0.3000;0.0100;capital_company;no;0;1511972;3074945;0;646850;29;20;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
11711;36;FL;103252.03;0.3000;0.0100;civil_partnership;no;0;0;4325323;0;346187;25;4;Warszawa_Mazowsze;services;I;NO;YES;PKW;0;NO
11712;36;FL;48373.99;0.3000;0.0100;freelancer;no;0;?;3577335;0;2009728;18;2;Krakow_Malopolska;services;M;NO;YES;PKW;0;NO
11713;36;FL;37804.88;0.3000;0.0100;freelancer;yes;0;?;3577335;0;2009728;18;3;Krakow_Malopolska;services;M;NO;YES;PKW;1;NO
11714;24;FL;41869.92;0.4500;0.1900;freelancer;yes;2;?;3577335;0;2009728;18;4;Krakow_Malopolska;services;M;NO;YES;PKW;0;NO
11715;25;FL;185365.85;0.2000;0.1900;capital_company;no;0;10387674.1;12155449.3;0;71935.2;100;9;Dolny_Slask;production;C;YES;YES;PKW;0;NO
11716;36;FL;83591.87;0.3000;0.0100;freelancer;no;0;?;147737.59;0;78362.35;1;2;Poznan_Wielkopolska;services;S;NO;YES;PKW;0;NO
11717;36;FL;170731.71;0.2000;0.1000;capital_company;no;0;1617149;2380548;0;402159;1;4;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11718;36;FL;75609.76;0.2000;0.0100;capital_company;yes;1;1617149;2380548;0;402159;1;5;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11719;36;FL;75609.76;0.2000;0.0100;capital_company;yes;1;1617149;2380548;0;402159;1;5;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11720;36;FL;37697.56;0.3000;0.0100;capital_company;no;0;25204000;38043000;0;3356000;43;1;Warszawa_Mazowsze;?;?;NO;NO;PKW;0;NO
11721;36;FL;37697.56;0.3000;0.0100;capital_company;no;0;25204000;38043000;0;3356000;43;1;Warszawa_Mazowsze;?;?;NO;NO;PKW;0;NO
11722;36;FL;148186.18;0.4500;0.0100;freelancer;no;0;?;246000;0;180000;5;18;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;1;NO
11723;24;FL;81219.51;0.2000;0.1900;freelancer;no;0;0;293872;0;268737;0;13;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;PKW;0;NO
11724;36;FL;92508.94;0.1000;0.0100;freelancer;no;0;0;1164127;0;404202;24;5;Warszawa_Mazowsze;education;P;NO;YES;PKW;0;NO
11725;36;FL;86229.51;0.3000;0.2500;freelancer;no;0;?;?;0;?;?;?;Krakow_Malopolska;?;?;NO;NO;PKW;1;NO
11726;36;FL;26504.08;0.1000;0.0100;freelancer;no;0;?;304159;4200;50776;3;17;Lodz_Ziemia_Lodzka;services;G;NO;NO;PKW;1;NO
11727;36;FL;139522.75;0.1000;0.0100;personal_company;no;0;?;4980000;0;140586;1;13;Lodz_Ziemia_Lodzka;services;H;NO;YES;PKW;0;NO
11728;36;FL;56879.66;0.2859;0.0100;freelancer;no;0;?;0;0;0;3;0;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
11729;36;FL;78455.29;0.3000;0.0100;capital_company;no;0;981208.41;652584;0;539429;5;4;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
11730;60;FL;63373.98;0.1000;0.0100;freelancer;no;0;?;380399;0;26993;1;3;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
11731;48;FL;56975.61;0.1000;0.0100;freelancer;no;0;?;46000;0;35000;0;5;Bydgoszcz_Torun_Kujawy;services;Q;NO;YES;PKW;0;NO
11732;48;FL;87624.39;0.3000;0.0100;capital_company;no;0;12324907.32;24691239.24;0;1136167.21;82;0;Katowice_Gorny_Slask;services;J;YES;YES;PKW;0;NO
11733;48;FL;87624.39;0.3000;0.0100;capital_company;no;0;12324907.32;24691239.24;0;1136167.21;82;0;Katowice_Gorny_Slask;services;J;YES;YES;PKW;0;NO
11734;48;FL;89837.4;0.3000;0.0100;capital_company;yes;0;12324907.32;24691239.24;0;1136167.21;82;0;Katowice_Gorny_Slask;services;J;YES;YES;PKW;1;NO
11735;48;FL;81788.62;0.3000;0.0100;capital_company;yes;0;12324907.32;24691239.24;0;1136167.21;82;0;Katowice_Gorny_Slask;services;J;YES;YES;PKW;1;NO
11736;36;FL;79769.12;0.2000;0.0100;capital_company;no;0;634483.53;666826.69;0;152441.25;10;1;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
11737;36;FL;78861.79;0.2000;0.0100;capital_company;no;0;634483.53;666826.69;0;152441.25;10;1;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
11738;60;FL;50439.32;0.1000;0.0100;freelancer;no;0;?;1450061;0;89945;4;17;Bydgoszcz_Torun_Kujawy;production;C;NO;NO;PKW;0;NO
11739;24;FL;136585.37;0.4000;0.1900;freelancer;no;0;?;90590;0;42099;2;7;Warszawa_Mazowsze;services;Q;NO;YES;PKW;0;NO
11740;60;FL;235756.1;0.1000;0.0100;capital_company;no;0;5520745.39;4641039;0;733240;5;1;Rzeszow_Podkarpacie_Bieszczady;production;C;YES;YES;PKW;0;YES
11741;48;FL;71544.73;0.1000;0.1500;freelancer;no;0;?;72000;0;35000;1;8;Katowice_Gorny_Slask;?;?;NO;YES;PKW;0;NO
11742;31;FL;56601.63;0.2000;0.0867;freelancer;no;0;0;480000;0;120000;2;21;Katowice_Gorny_Slask;production;C;NO;NO;PKW;0;NO
11743;36;FL;150000;0.4500;0.0100;freelancer;no;0;?;4402017.12;0;135640.3;8;13;Bydgoszcz_Torun_Kujawy;sale;G;NO;NO;PKW;0;NO
11744;36;FL;146910.57;0.4500;0.0100;freelancer;yes;0;?;4402017.12;0;135640.3;8;13;Bydgoszcz_Torun_Kujawy;sale;G;NO;NO;PKW;1;NO
11745;36;FL;186178.86;0.4000;0.0100;freelancer;yes;0;?;4402017.12;0;135640.3;8;13;Bydgoszcz_Torun_Kujawy;sale;G;NO;NO;PKW;0;NO
11746;24;FL;89056.91;0.2000;0.1900;freelancer;no;0;?;273560;0;174949.53;1;13;Poznan_Wielkopolska;services;Q;NO;YES;PKW;1;NO
11747;24;FL;80447.14;0.2122;0.1900;freelancer;yes;2;?;273560;0;174949.53;1;15;Poznan_Wielkopolska;services;Q;NO;YES;PKW;2;NO
11748;24;FL;77967.48;0.4500;0.2500;capital_company;no;0;660739;528060;0;440049;3;5;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
11749;36;FL;161788.62;0.2000;0.0100;capital_company;no;0;1215000;4041000;0;353000;14;6;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;NO;YES;PKW;0;NO
11750;36;FL;40243.9;0.3030;0.0100;freelancer;no;0;?;0;0;0;1;0;Katowice_Gorny_Slask;production;A;NO;YES;PKW;0;NO
11751;36;FL;100855.29;0.2000;0.0100;freelancer;no;0;0;275939.25;0;206421.86;0;15;Poznan_Wielkopolska;services;Q;NO;YES;PKW;0;NO
11752;36;FL;68000;0.2000;0.0100;freelancer;no;0;?;124710;0;39500;1;18;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;1;NO
11753;36;FL;91463.4;0.3000;0.0100;freelancer;no;0;?;350000;0;120000;2;11;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
11754;24;FL;106065.04;0.4500;0.1900;freelancer;no;0;?;211400;0;193250;1;12;Szczecin_Pomorze_Zachodnie;?;?;NO;YES;PKW;0;NO
11755;60;FL;185853.66;0.1900;0.0100;freelancer;no;0;?;1396426;0;300314;12;11;Dolny_Slask;building;F;NO;YES;PKW;0;NO
11756;24;FL;61788.62;0.4500;0.1900;freelancer;no;0;?;0;0;0;0;0;Koszalin_Pomorze_Srodkowe;?;?;NO;YES;PKW;0;NO
11757;36;FL;162601.63;0.2000;0.0100;capital_company;no;0;13800000;17341910;0;174164;10;7;Zielona_Gora_Lubuskie;sale;G;NO;YES;PKW;0;NO
11758;36;FL;174796.75;0.4500;0.0100;freelancer;no;0;?;4763342;0;1235339;8;10;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
11759;36;FL;62926.83;0.1000;0.0100;capital_company;no;0;2486408.53;5444391.68;0;81490.96;42;15;Warszawa_Mazowsze;services;M;YES;YES;PKW;1;NO
11760;36;FL;96260.16;0.3000;0.0100;freelancer;no;0;0;0;0;0;0;0;Szczecin_Pomorze_Zachodnie;services;M;NO;YES;PKW;0;NO
11761;36;FL;90975.61;0.3000;0.0100;freelancer;no;0;?;977561;0;130792;2;2;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
11762;48;FL;123804.88;0.1000;0.0100;civil_partnership;no;0;?;234743;0;120035;2;3;Zielona_Gora_Lubuskie;building;F;NO;NO;PKW;1;NO
11763;36;FL;70886.18;0.2000;0.0100;freelancer;no;0;?;43746;0;35634;0;1;Warszawa_Mazowsze;services;Q;NO;YES;PKW;0;NO
11764;24;FL;49186.99;0.4500;0.1900;capital_company;no;0;3734189;8744323;0;231583;17;11;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
11765;36;FL;179268.29;0.3500;0.0100;civil_partnership;no;0;?;18868.69;0;-55938.12;20;2;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
11766;48;FL;31707.32;0.4000;0.0100;freelancer;no;0;0;4571;0;4571;1;0;Kielce_Radom_Gory_Swietokrzyskie;sale;G;NO;YES;PKW;3;NO
11767;48;FL;227560.99;0.3000;0.0100;freelancer;no;0;0;1639614.07;0;132893.44;9;5;Katowice_Gorny_Slask;building;F;NO;YES;PKW;0;NO
11768;36;FL;40041.46;0.1500;0.0100;freelancer;no;0;?;1703904;0;107276;1;9;Lublin_Chelm;sale;G;NO;NO;PKW;0;NO
11769;36;FL;119346;0.2044;0.0100;freelancer;no;0;0;1358724.16;0;50375.16;7;12;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
11770;36;FL;72950.82;0.2000;0.0100;freelancer;no;0;?;?;0;?;1;?;Bialystok_Podlasie;building;F;NO;NO;PKW;1;NO
11771;24;FL;49796.75;0.2000;0.1900;freelancer;no;0;?;45200;0;41950;1;4;Bydgoszcz_Torun_Kujawy;?;?;YES;NO;PKW;0;NO
11772;60;FL;116951.21;0.2000;0.0100;freelancer;no;0;0;200505.17;0;85960.12;1;0;Opole_Dolny_Slask;services;N;NO;YES;PKW;1;NO
11773;48;FL;64634.15;0.4000;0.0100;freelancer;yes;1;0;200505.17;0;85960.12;1;2;Opole_Dolny_Slask;services;N;NO;YES;PKW;1;NO
11774;36;FL;41991.87;0.4000;0.0100;freelancer;yes;2;?;5000000;0;1000000;1;11;Warszawa_Mazowsze;production;C;NO;NO;LKW;0;NO
11775;36;FL;41991.87;0.4000;0.0100;freelancer;yes;2;?;5000000;0;1000000;1;11;Warszawa_Mazowsze;production;C;NO;NO;LKW;0;NO
11776;36;FL;41991.87;0.4000;0.0100;freelancer;yes;2;?;5000000;0;1000000;1;11;Warszawa_Mazowsze;production;C;NO;NO;LKW;0;NO
11777;36;FL;126910.57;0.1000;0.0100;freelancer;no;0;?;5000000;0;1000000;1;9;Warszawa_Mazowsze;production;C;NO;NO;PKW;0;NO
11778;24;FL;85853.66;0.4000;0.1900;freelancer;yes;1;?;5000000;0;1000000;1;11;Warszawa_Mazowsze;production;C;NO;NO;PKW;0;NO
11779;48;FL;390243.9;0.2083;0.0100;capital_company;no;0;9937088.49;11180804.5;0;648653.02;30;?;Bydgoszcz_Torun_Kujawy;services;I;NO;YES;PKW;1;NO
11780;48;FL;49000;0.1000;0.0100;capital_company;no;0;458224;163785;0;91310;10;1;Olsztyn_Warmia_Mazury;services;M;NO;YES;PKW;0;YES
11781;48;FL;49000;0.1000;0.0100;capital_company;no;0;458224;163785;0;91310;10;1;Olsztyn_Warmia_Mazury;services;M;NO;YES;PKW;0;YES
11782;36;FL;43089.43;0.2000;0.0100;freelancer;no;0;?;140780;0;85548;0;14;Lodz_Ziemia_Lodzka;services;Q;NO;NO;PKW;1;NO
11783;36;FL;109756.1;0.2000;0.0100;capital_company;no;0;2234849.44;9429247.1;0;268517.15;17;3;Lublin_Chelm;sale;G;NO;YES;PKW;0;NO
11784;36;FL;201219.51;0.2000;0.0100;capital_company;yes;2;2234849.44;9429247.1;0;268517.15;17;5;Lublin_Chelm;sale;G;NO;YES;PKW;0;NO
11785;36;FL;139991.87;0.2000;0.2000;freelancer;no;0;?;495123;0;392900;1;5;Warszawa_Mazowsze;?;?;NO;NO;PKW;1;NO
11786;60;FL;128292.68;0.1500;0.0100;capital_company;no;0;3879202.77;3880106.98;0;210470.73;20;0;Warszawa_Mazowsze;production;C;YES;YES;PKW;0;NO
11787;48;FL;61707.32;0.3000;0.0100;civil_partnership;no;0;?;839625.11;24000;304517.32;3;23;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
11788;36;FL;43813.82;0.4500;0.0100;freelancer;yes;0;0;18660609;0;13962698.5;12;4;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
11789;24;FL;328260.16;0.4500;0.1900;freelancer;yes;1;0;18660609;0;13962698.5;12;5;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
11790;48;FL;50284.55;0.3000;0.0100;freelancer;no;0;?;0;0;0;1;0;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11791;36;FL;46341.46;0.2632;0.0100;freelancer;no;0;0;33000;0;20348.07;0;16;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
11792;24;FL;41504.07;0.2500;0.1900;capital_company;no;0;504716.37;1130788.98;0;12574.88;8;6;Opole_Dolny_Slask;services;G;NO;YES;PKW;1;NO
11793;36;FL;54365.85;0.1500;0.0100;capital_company;no;0;1144818;5640892;0;85444;5;1;Olsztyn_Warmia_Mazury;production;C;NO;YES;PKW;0;NO
11794;36;FL;54365.85;0.1500;0.0100;capital_company;no;0;1144818;5640892;0;85444;5;1;Olsztyn_Warmia_Mazury;production;C;NO;YES;PKW;0;NO
11795;36;FL;84289.43;0.1000;0.0100;freelancer;yes;2;?;4020000;0;153965;10;16;Poznan_Wielkopolska;sale;G;NO;YES;LKW;0;NO
11796;36;FL;42813.01;0.2000;0.0100;freelancer;no;0;?;4020000;0;153965;10;13;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
11797;60;FL;44471.54;0.3000;0.0100;freelancer;no;0;?;140637.2;0;6835.58;1;9;Lodz_Ziemia_Lodzka;services;C;NO;YES;PKW;0;NO
11798;36;FL;36585.37;0.1000;0.0100;freelancer;no;0;?;640000;0;120000;2;7;Bialystok_Podlasie;?;?;NO;YES;PKW;0;NO
11799;48;FL;89430.88;0.3000;0.0100;freelancer;no;0;?;584000;0;153000;2;12;Lodz_Ziemia_Lodzka;services;N;NO;YES;PKW;0;NO
11800;27;FL;106000;0.2500;0.1533;capital_company;no;0;28277600;84272400;0;-818700;331;1;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11801;32;FL;114600;0.2500;0.0700;capital_company;yes;0;28277600;84272400;0;-818700;331;1;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11802;36;FL;114600;0.2500;0.1000;capital_company;yes;0;28277600;84272400;0;-818700;331;1;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11803;32;FL;114600;0.2500;0.0700;capital_company;yes;0;28277600;84272400;0;-818700;331;1;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11804;36;FL;109081.3;0.2000;0.1000;capital_company;yes;0;28277600;84272400;0;-818700;331;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11805;36;FL;67073.17;0.2000;0.1000;capital_company;yes;0;28277600;84272400;0;-818700;331;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11806;36;FL;67073.17;0.2000;0.1000;capital_company;yes;0;28277600;84272400;0;-818700;331;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11807;36;FL;67073.17;0.2000;0.1000;capital_company;yes;0;28277600;84272400;0;-818700;331;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11808;36;FL;67073.17;0.2000;0.1000;capital_company;yes;0;28277600;84272400;0;-818700;331;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11809;36;FL;67073.17;0.2000;0.1000;capital_company;yes;0;28277600;84272400;0;-818700;331;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11810;36;FL;67073.17;0.3000;0.0100;capital_company;yes;0;28277600;84272400;0;-818700;331;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
11811;36;FL;118617.89;0.2000;0.0100;freelancer;no;0;?;1890000;0;245000;5;9;Warszawa_Mazowsze;services;N;NO;YES;PKW;0;NO
11812;36;FL;73821.14;0.2000;0.2000;freelancer;yes;2;?;1890000;0;245000;5;11;Warszawa_Mazowsze;services;N;NO;YES;LKW;0;NO
11813;36;FL;164227.64;0.3000;0.0100;freelancer;no;0;?;6749055;0;720451;5;26;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
11814;60;FL;40569.11;0.2000;0.0100;capital_company;no;0;0;1000000;0;100000;0;7;Warszawa_Mazowsze;sale;G;NO;NO;PKW;0;NO
11815;36;FL;39221.14;0.2280;0.0100;freelancer;no;0;0;500000;0;120000;1;13;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
11816;25;OL;42397;0.0000;0.9330;freelancer;no;0;?;?;3600;?;?;?;Poznan_Wielkopolska;?;?;YES;YES;PKW;0;NO
11817;36;FL;131463.4;0.1500;0.4600;capital_company;no;0;13721043;18281535;0;300198;23;9;Warszawa_Mazowsze;services;M;NO;NO;PKW;0;NO
11818;48;FL;37723.58;0.1000;0.0100;civil_partnership;no;0;0;1686545;0;188381;1;9;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;1;YES
11819;36;FL;35975.61;0.4500;0.0100;freelancer;yes;0;?;5715638.54;0;911520.08;1;?;Lodz_Ziemia_Lodzka;sale;G;NO;YES;PKW;0;NO
11820;36;FL;36991.87;0.4000;0.0100;freelancer;yes;0;?;5715638.54;0;911520.08;1;?;Lodz_Ziemia_Lodzka;sale;G;NO;YES;PKW;1;NO
11821;48;FL;103275.85;0.1001;0.0100;freelancer;no;0;?;5715638.54;0;911520.08;1;?;Lodz_Ziemia_Lodzka;sale;G;NO;YES;PKW;0;NO
11822;36;FL;55853.66;0.1000;0.0100;personal_company;no;0;87350247.8;147158466;0;5094487.25;720;9;Warszawa_Mazowsze;production;C;NO;YES;PKW;0;NO
11823;36;FL;58861.79;0.1000;0.0100;personal_company;no;0;87350247.8;147158466;0;5094487.25;720;9;Warszawa_Mazowsze;production;C;NO;YES;PKW;0;NO
11824;36;FL;58861.79;0.1000;0.0100;personal_company;no;0;87350247.8;147158466;0;5094487.25;720;9;Warszawa_Mazowsze;production;C;NO;YES;PKW;0;NO
11825;36;FL;36747.97;0.2000;0.0100;freelancer;no;0;0;2149072;0;93776;4;4;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
